,Id,JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year,Notes,Agency,Status,gender
126079,126080,automotive mechanic,78522,1933.2,1417.2,31336.98,81872.4,113209.38,2014,,San Francisco,FT,male
132544,132545,custodian,54703,3823.91,4450.6,26791.42,62977.51,89768.93,2014,,San Francisco,FT,male
127793,127794,transit operator,65959.06,1311.84,3914.1,35969.88,71185,107154.88,2014,,San Francisco,FT,male
111256,111257,eng/arch/landscape arch sr,190189.04,0,0,54486.12,190189.04,244675.16,2014,,San Francisco,FT,male
120300,120301,assoc engineer,101966.26,0,1753.3,37295.13,103719.56,141014.69,2014,,San Francisco,FT,
114159,114160,senior deputy sheriff,104411.13,34636.89,12325.26,37588.26,151373.28,188961.54,2014,,San Francisco,FT,
134522,134523,custodian,54703,1913.1,624,25954.76,57240.1,83194.86,2014,,San Francisco,FT,
131432,131433,senior account clerk,65055,0,624,28217.18,65679,93896.18,2014,,San Francisco,FT,
133472,133473,custodian,52622,1042.98,4562.28,28907.99,58227.26,87135.25,2014,,San Francisco,FT,
128955,128956,transit operator,62048.1,8100.83,290.95,32885.5,70439.88,103325.38,2014,,San Francisco,FT,
123820,123821,statnry eng water treat plant,76473.42,11642.4,3952.93,31301.83,92068.75,123370.58,2014,,San Francisco,FT,
118891,118892,deputy sheriff,93163.57,12223.46,10250.08,35262.71,115637.11,150899.82,2014,,San Francisco,FT,
134584,134585,custodian,54703,1749.68,624,25954.76,57076.68,83031.44,2014,,San Francisco,FT,
118328,118329,supv biologist,115450.06,0,0,38522.49,115450.06,153972.55,2014,,San Francisco,FT,female
125683,125684,accountant iii,82814,0,0,31979.61,82814,114793.61,2014,,San Francisco,FT,
134527,134528,custodian,54703,0,2190.3,26292.71,56893.3,83186.01,2014,,San Francisco,FT,
132936,132937,patient care assistant,47663,14104.6,250,26540.02,62017.6,88557.62,2014,,San Francisco,FT,
133650,133651,custodian,54703,2393.88,3029.53,26475.93,60126.41,86602.34,2014,,San Francisco,FT,
136153,136154,custodian,47621.4,34.01,826.77,26597.53,48482.18,75079.71,2014,,San Francisco,FT,
133419,133420,eligibility worker,54543.7,4995.7,125,27663.76,59664.4,87328.16,2014,,San Francisco,FT,
137206,137207,clerk,43599.82,0,0,22080.38,43599.82,65680.2,2014,,San Francisco,FT,
135138,135139,senior account clerk,53805.8,68.93,51.33,27041.21,53926.06,80967.27,2014,,San Francisco,FT,
114432,114433,registered nurse,132055.15,6988.68,6311.48,40318.16,145355.31,185673.47,2014,,San Francisco,FT,
117834,117835,registered nurse,110256.53,5748.75,1884.26,40180.69,117889.54,158070.23,2014,,San Francisco,FT,
131998,131999,nurses staffing assistant,58395.36,1485.64,4433.64,27580.42,64314.64,91895.06,2014,,San Francisco,FT,
126665,126666,transit operator,64119.92,11789.48,814.61,34168.18,76724.01,110892.19,2014,,San Francisco,FT,
118918,118919,sr environmental hlth insp,111766.12,0,940,37936.76,112706.12,150642.88,2014,,San Francisco,FT,
120607,120608,police officer,93616.09,7526.66,2520.93,35549.75,103663.68,139213.43,2014,,San Francisco,FT,
112133,112134,"lieutenant, fire suppression",130961.01,36396.26,7857.74,45910.4,175215.01,221125.41,2014,,San Francisco,FT,
132637,132638,senior clerk typist,58973.88,2675.84,1000,26793.56,62649.72,89443.28,2014,,San Francisco,FT,female
136115,136116,clerk,49310.47,0,0,26018.66,49310.47,75329.13,2014,,San Francisco,FT,female
127480,127481,senior collections officer,72598.07,3891.71,969.34,30715.08,77459.12,108174.2,2014,,San Francisco,FT,female
128736,128737,licensed vocational nurse,73134.01,0,874,29982.8,74008.01,103990.81,2014,,San Francisco,FT,female
112030,112031,manager iv,164805.03,0,0,58338.15,164805.03,223143.18,2014,,San Francisco,FT,female
129194,129195,community police services aide,65699.08,5384.83,2624.56,28760.37,73708.47,102468.84,2014,,San Francisco,FT,
119747,119748,trans and dist line worker,101707.75,609.96,6627.65,35950.79,108945.36,144896.15,2014,,San Francisco,FT,
117146,117147,sheriff's sergeant,113866.01,1270.16,9641.44,38602.81,124777.61,163380.42,2014,,San Francisco,FT,
122369,122370,protective services worker,94691.01,0,824,34738.94,95515.01,130253.95,2014,,San Francisco,FT,female
128791,128792,personnel analyst,73222.75,0,0,30599.29,73222.75,103822.04,2014,,San Francisco,FT,female
129489,129490,sen hospital eligibility wrkr,71634.97,0,724.95,29098.4,72359.92,101458.32,2014,,San Francisco,FT,female
122422,122423,protective services worker,94691,0,624,34696.1,95315,130011.1,2014,,San Francisco,FT,female
129724,129725,patient care assistant,51809.8,15254.31,4705.25,28808.6,71769.36,100577.96,2014,,San Francisco,FT,female
133194,133195,library assistant,59503.13,0,1172.76,27071.51,60675.89,87747.4,2014,,San Francisco,FT,female
117426,117427,public safetycomm disp,88489.63,31949.19,6381.32,34534.59,126820.14,161354.73,2014,,San Francisco,FT,female
127856,127857,curator 2,76079.05,0,330.15,30562.15,76409.2,106971.35,2014,,San Francisco,FT,female
125770,125771,program specialist,82589.07,0,0,31914.52,82589.07,114503.59,2014,,San Francisco,FT,female
125633,125634,is business analyst,82978.01,0,0,31997.72,82978.01,114975.73,2014,,San Francisco,FT,female
125495,125496,senior real property appraiser,78976.87,0,4565.03,31927.11,83541.9,115469.01,2014,,San Francisco,FT,female
116374,116375,sheriff's sergeant,113753.44,2486.62,13546.53,39608.72,129786.59,169395.31,2014,,San Francisco,FT,female
113959,113960,sergeant 3,137783.17,10019.03,1001.13,42758.12,148803.33,191561.45,2014,,San Francisco,FT,female
114997,114998,registered nurse,133150,191.74,2105.66,45400.13,135447.4,180847.53,2014,,San Francisco,FT,female
123000,123001,airport communications disp,81287.42,10903.63,2958.55,32243.02,95149.6,127392.62,2014,,San Francisco,FT,female
119341,119342,sr community dev spec 2,110200.08,0,0,37401.23,110200.08,147601.31,2014,,San Francisco,FT,female
132251,132252,medical evaluations assistant,60771,765.53,1874,27498.23,63410.53,90908.76,2014,,San Francisco,FT,female
123615,123616,patient accounts supervisor,84659.01,7392.27,0,32365.16,92051.28,124416.44,2014,,San Francisco,FT,female
115114,115115,police officer 3,118840.96,21128.71,835.59,38827.19,140805.26,179632.45,2014,,San Francisco,FT,female
136885,136886,home health aide,40401.4,3810.97,250,24527.79,44462.37,68990.16,2014,,San Francisco,FT,female
133048,133049,parking control officer,59555.25,0,1445.11,27171.53,61000.36,88171.89,2014,,San Francisco,FT,female
135843,135844,food service worker,48506.31,2122.75,265.79,26202.54,50894.85,77097.39,2014,,San Francisco,FT,female
126690,126691,customer service agent,71339,4826.19,4258.99,30384.27,80424.18,110808.45,2014,,San Francisco,FT,female
134277,134278,book repairer,57012.07,0,624,26459.42,57636.07,84095.49,2014,,San Francisco,FT,female
114593,114594,manager iii,132690.05,0,0,51478.8,132690.05,184168.85,2014,,San Francisco,FT,female
130368,130369,employment & training spec 1,67651.02,0,1380,28950.35,69031.02,97981.37,2014,,San Francisco,FT,female
128586,128587,customer service agent,69560.87,3060.36,2653.39,29318.12,75274.62,104592.74,2014,,San Francisco,FT,female
129319,129320,executive secretary 1,71731,0,624,29676.15,72355,102031.15,2014,,San Francisco,FT,female
133634,133635,clerk typist,59728,0,0,26916.64,59728,86644.64,2014,,San Francisco,FT,female
134693,134694,account clerk,56193.02,201.54,0,26144.08,56394.56,82538.64,2014,,San Francisco,FT,female
125375,125376,auditor ii,82765.03,0,405,32875.46,83170.03,116045.49,2014,,San Francisco,FT,female
129774,129775,sr payroll & personnel clerk,71339.18,0,0,29039.97,71339.18,100379.15,2014,,San Francisco,FT,female
117366,117367,planner 4,121801.07,0,0,39878.94,121801.07,161680.01,2014,,San Francisco,FT,female
131248,131249,senior personnel clerk,63878.49,3789.1,10,26872.9,67677.59,94550.49,2014,,San Francisco,FT,female
128610,128611,customer service agent,71339.02,2501.04,965,29665.52,74805.06,104470.58,2014,,San Francisco,FT,female
110535,110536,"chief, fire department",302068,0,24165.44,91201.66,326233.44,417435.1,2014,,San Francisco,FT,female
133725,133726,patient svcs finance tech,59378.39,0,200,26730.63,59578.39,86309.02,2014,,San Francisco,FT,female
127289,127290,assistant retirement analyst,77908.01,0,0,30889.75,77908.01,108797.76,2014,,San Francisco,FT,female
131185,131186,senior clerk,54443,13753.94,0,26644.95,68196.94,94841.89,2014,,San Francisco,FT,female
124364,124365,transit operator,65476.78,12787.02,6487.9,35763.81,84751.7,120515.51,2014,,San Francisco,FT,male
116764,116765,is business analyst-principal,125662.02,0,0,40703.71,125662.02,166365.73,2014,,San Francisco,FT,male
133614,133615,transit operator,51693.93,3903.79,1223.52,29838.85,56821.24,86660.09,2014,,San Francisco,FT,male
112978,112979,sergeant 2,135512,16009.16,10452.75,42497.86,161973.91,204471.77,2014,,San Francisco,FT,male
125744,125745,hsa sr eligibility worker,74587.04,8093.69,1420,30474.65,84100.73,114575.38,2014,,San Francisco,FT,male
115208,115209,manager iii,127753.56,0,0,51129.9,127753.56,178883.46,2014,,San Francisco,FT,male
127797,127798,transit operator,65949.17,6131.71,730.55,34323.68,72811.43,107135.11,2014,,San Francisco,FT,male
131691,131692,parts storekeeper,64428,0,0,28588.01,64428,93016.01,2014,,San Francisco,FT,male
121959,121960,asst engr,97333.02,0,0,35134.88,97333.02,132467.9,2014,,San Francisco,FT,male
120013,120014,is business analyst-senior,106240.2,0,0,36834.86,106240.2,143075.06,2014,,San Francisco,FT,
126923,126924,legal secretary 1,78250.7,0,624,31111.59,78874.7,109986.29,2014,,San Francisco,FT,female
124378,124379,senior administrative analyst,86729,0,0,33699.82,86729,120428.82,2014,,San Francisco,FT,female
111683,111684,dep dir iii,171554.86,0,1092.44,59466.62,172647.3,232113.92,2014,,San Francisco,FT,female
130281,130282,health care billing clerk 2,68742.12,0,621.79,28973.96,69363.91,98337.87,2014,,San Francisco,FT,female
112406,112407,registered nurse,139973.2,7656.06,20332.9,47205.96,167962.16,215168.12,2014,,San Francisco,FT,female
127147,127148,patient care assistant,67948,11599.65,874,28843.54,80421.65,109265.19,2014,,San Francisco,FT,female
130369,130370,junior engineer,67871.64,1068.21,0,29041.17,68939.85,97981.02,2014,,San Francisco,FT,female
131291,131292,licensed vocational nurse,67647.31,81.28,370.65,26236.42,68099.24,94335.66,2014,,San Francisco,FT,female
129109,129110,snr permit and citation clerk,72961.01,0,0,29808.6,72961.01,102769.61,2014,,San Francisco,FT,female
134891,134892,patient care assistant,46428.21,9050.65,274.83,26095.8,55753.69,81849.49,2014,,San Francisco,FT,female
134555,134556,account clerk,56193.06,0,624.01,26280.46,56817.07,83097.53,2014,,San Francisco,FT,female
134268,134269,assessor-recorder office spec,58390.8,0,0,25743.38,58390.8,84134.18,2014,,San Francisco,FT,female
133378,133379,senior clerk typist,59728,0,624,27052.98,60352,87404.98,2014,,San Francisco,FT,female
114474,114475,dept head i,133520.35,0,0,51668.07,133520.35,185188.42,2014,,San Francisco,FT,female
120876,120877,patient care assistant,67948.01,32644.49,7067.57,30197.41,107660.07,137857.48,2014,,San Francisco,FT,female
129003,129004,transit car cleaner,58367.22,10465.89,6740.89,27542.02,75574,103116.02,2014,,San Francisco,FT,female
121126,121127,epidemiologist 2,99744.01,0,0,36659.13,99744.01,136403.14,2014,,San Francisco,FT,female
120173,120174,"stationary eng, sewage plant",97201.9,2618.47,5757.45,36360.1,105577.82,141937.92,2014,,San Francisco,FT,female
124324,124325,"sprv, traffic & street signs",86633.72,1307.44,0,32804.05,87941.16,120745.21,2014,,San Francisco,FT,female
127482,127483,street inspector,77396.01,0,0,30777.71,77396.01,108173.72,2014,,San Francisco,FT,female
110957,110958,sergeant 3,137982.22,10781.91,65821.58,44964.4,214585.71,259550.11,2014,,San Francisco,FT,female
127159,127160,hodcarrier,74614,3371.23,876,30360.58,78861.23,109221.81,2014,,San Francisco,FT,female
112804,112805,firefighter,112703.74,35773.23,17515.07,41991.41,165992.04,207983.45,2014,,San Francisco,FT,female
134341,134342,aquatics facility asst supv,55649.05,229.24,1879.09,26136.31,57757.38,83893.69,2014,,San Francisco,FT,male
119850,119851,it operations support admin v,100999.02,0,7191.17,35937.71,108190.19,144127.9,2014,,San Francisco,FT,male
122380,122381,stationary engineer,78532.59,6251.2,11838.7,33587.73,96622.49,130210.22,2014,,San Francisco,FT,male
114855,114856,is project director,138536.03,0,0,43453.48,138536.03,181989.51,2014,,San Francisco,FT,male
117171,117172,police officer 3,118898.11,4244.31,1170,38839.61,124312.42,163152.03,2014,,San Francisco,FT,male
129229,129230,asr senior office specialist,72428.02,208.43,0,29692.16,72636.45,102328.61,2014,,San Francisco,FT,male
129080,129081,transit operator,65317.83,1139.42,1994.23,34370.37,68451.48,102821.85,2014,,San Francisco,FT,male
133230,133231,administrative analyst,56402.83,5285.5,0,25962.31,61688.33,87650.64,2014,,San Francisco,FT,male
112128,112129,engineer,170917.02,0,0,50367.78,170917.02,221284.8,2014,,San Francisco,FT,male
113816,113817,firefighter,112703.75,15270.17,21148.49,44202.92,149122.41,193325.33,2014,,San Francisco,FT,male
122699,122700,transit operator,63203.51,24582.49,6513.65,34596.86,94299.65,128896.51,2014,,San Francisco,FT,male
114204,114205,"chf statnry eng,wtrtreat plnt",128074.92,6021.49,11359.8,43019.25,145456.21,188475.46,2014,,San Francisco,FT,male
129208,129209,transit operator,66084.47,962.31,905.89,34445.88,67952.67,102398.55,2014,,San Francisco,FT,male
130095,130096,cook,63462,5511.46,1966.22,28156.62,70939.68,99096.3,2014,,San Francisco,FT,male
112823,112824,firefighter,112703.73,31613.73,19698.19,43643,164015.65,207658.65,2014,,San Francisco,FT,male
113351,113352,"lieutenant, fire suppression",130961.03,4692.76,16402.44,47029.23,152056.23,199085.46,2014,,San Francisco,FT,male
122106,122107,automotive machinist,79760.82,17029.53,3267.66,31709.28,100058.01,131767.29,2014,,San Francisco,FT,male
128903,128904,parts storekeeper,64366.21,9151.02,1666.58,28280.69,75183.81,103464.5,2014,,San Francisco,FT,male
113539,113540,electronic maintenance tech,104354.91,41758.84,11593.72,39198.29,157707.47,196905.76,2014,,San Francisco,FT,male
118260,118261,maintenance planner,108375.94,662.13,6482.92,38959.62,115520.99,154480.61,2014,,San Francisco,FT,male
136443,136444,gardener,46832.1,130.35,257.65,25873.97,47220.1,73094.07,2014,,San Francisco,FT,male
123499,123500,is administrator 2,84898,0,6217.09,33775.09,91115.09,124890.18,2014,,San Francisco,FT,male
114656,114657,"manager iv, mta",132690.09,0,0,51025.41,132690.09,183715.5,2014,,San Francisco,FT,male
121962,121963,architectural associate 1,97333.01,0,0,35134.88,97333.01,132467.89,2014,,San Francisco,FT,male
115156,115157,police officer 2,114204.01,16024.23,11090.92,37931.08,141319.16,179250.24,2014,,San Francisco,FT,male
110856,110857,pilot of fire boats,148121.11,57602.62,9627.95,49707.02,215351.68,265058.7,2014,,San Francisco,FT,male
116287,116288,police officer 3,102351.39,22543.65,7504.72,37670.49,132399.76,170070.25,2014,,San Francisco,FT,male
131598,131599,health worker 3,65055,0,134.2,28109.82,65189.2,93299.02,2014,,San Francisco,FT,male
132303,132304,hsa social worker,62241.19,0,291.5,28162.78,62532.69,90695.47,2014,,San Francisco,FT,male
120405,120406,deputy sheriff,94191.01,6162.6,5661.54,34226.14,106015.15,140241.29,2014,,San Francisco,FT,male
112776,112777,firefighter,112703.71,43000.13,11041.77,41873.92,166745.61,208619.53,2014,,San Francisco,FT,male
111019,111020,"captain, fire suppression",139010.93,37435.34,29876.87,49344.78,206323.14,255667.92,2014,,San Francisco,FT,male
115724,115725,registered nurse,129115,743.7,359.41,44050.99,130218.11,174269.1,2014,,San Francisco,FT,male
126265,126266,park section supervisor,75854,4934.87,311.73,31325.17,81100.6,112425.77,2014,,San Francisco,FT,male
111490,111491,attorney (civil/criminal),178296.04,0,4878.42,52988.53,183174.46,236162.99,2014,,San Francisco,FT,male
129037,129038,pharmacy technician,70461.54,1637.04,1460.02,29451.81,73558.6,103010.41,2014,,San Francisco,FT,male
124841,124842,general utility mechanic,84521.01,60.79,1150,32586.68,85731.8,118318.48,2014,,San Francisco,FT,male
118034,118035,police officer 2,115448.99,1714.65,908.58,37995.81,118072.22,156068.03,2014,,San Francisco,FT,male
117715,117716,police officer 2,116584,3172.08,958.26,38343.94,120714.34,159058.28,2014,,San Francisco,FT,male
118003,118004,police officer 2,102247.65,9045.31,7124.36,37894.01,118417.32,156311.33,2014,,San Francisco,FT,male
112976,112977,firefighter,111640.49,39726.27,11580.31,41601.37,162947.07,204548.44,2014,,San Francisco,FT,male
116272,116273,is engineer-senior,128763.02,0,0,41366.1,128763.02,170129.12,2014,,San Francisco,FT,male
126090,126091,stationary engineer,78607,1895.61,665.8,32001.86,81168.41,113170.27,2014,,San Francisco,FT,male
113308,113309,emt/paramedic/firefighter,130229.9,15736.13,7813.81,45748.75,153779.84,199528.59,2014,,San Francisco,FT,male
125146,125147,administrative analyst,84659.01,0,0,32365.17,84659.01,117024.18,2014,,San Francisco,FT,male
129456,129457,community police services aide,65196,1619.12,5558.7,29215.62,72373.82,101589.44,2014,,San Francisco,FT,male
112630,112631,police officer 3,118898.11,51169.43,1787.4,38826.51,171854.94,210681.45,2014,,San Francisco,FT,
111761,111762,physician specialist,173297.64,0,5686.66,51850.8,178984.3,230835.1,2014,,San Francisco,FT,
132695,132696,patient care assistant,45145.48,17640.19,846.45,25610.32,63632.12,89242.44,2014,,San Francisco,FT,
119112,119113,trans safety specialist,110940,630.9,0,37561.8,111570.9,149132.7,2014,,San Francisco,FT,
130434,130435,management assistant,68852.12,0,0,28919.61,68852.12,97771.73,2014,,San Francisco,FT,
121190,121191,"area sprv parks, squares & fac",93143.45,0,0,42931.82,93143.45,136075.27,2014,,San Francisco,FT,male
120713,120714,transit operator,67502.49,30415.59,4534.95,36247.4,102453.03,138700.43,2014,,San Francisco,FT,male
122479,122480,automotive mechanic,78522.01,5828.01,10978.52,34388.51,95328.54,129717.05,2014,,San Francisco,FT,male
117944,117945,electronic maintenance tech,99310,14914.77,5808.99,36872.79,120033.76,156906.55,2014,,San Francisco,FT,male
127375,127376,it operations support admn iii,77105.4,0,0,31485.83,77105.4,108591.23,2014,,San Francisco,FT,
121571,121572,senior administrative analyst,98753.01,0,0,35445.1,98753.01,134198.11,2014,,San Francisco,FT,female
111254,111255,eng/arch/landscape arch sr,190189.04,0,0,54487.4,190189.04,244676.44,2014,,San Francisco,FT,female
119133,119134,housing inspector,109163.03,0,2183.24,37645.94,111346.27,148992.21,2014,,San Francisco,FT,female
132170,132171,eligibility worker,63513.59,0,125,27548.06,63638.59,91186.65,2014,,San Francisco,FT,
134286,134287,clerk,52362.01,0,3674.09,28034.74,56036.1,84070.84,2014,,San Francisco,FT,
130050,130051,automotive service worker,53080.92,8390.68,8790.29,29085.01,70261.89,99346.9,2014,,San Francisco,FT,male
134255,134256,porter,53925.04,1033.14,3076.73,26123.27,58034.91,84158.18,2014,,San Francisco,FT,male
124204,124205,transit operator,63401.6,20592.09,3518.32,33820.68,87512.01,121332.69,2014,,San Francisco,FT,male
128619,128620,window cleaner,73727.41,0,622.8,30086.23,74350.21,104436.44,2014,,San Francisco,FT,male
126126,126127,truck driver,79281.01,0,2086.5,31646.1,81367.51,113013.61,2014,,San Francisco,FT,male
123639,123640,"sr counselor, juvenile hall",80488.56,12969.28,986.4,29845.92,94444.24,124290.16,2014,,San Francisco,FT,male
124288,124289,health program coordinator 2,87842.07,0,0,33060.63,87842.07,120902.7,2014,,San Francisco,FT,male
118723,118724,maintenance controller,94611.01,10325.37,9988.39,36726.3,114924.77,151651.07,2014,,San Francisco,FT,male
119932,119933,plumber,97557.01,1964.12,6463.71,37661.12,105984.84,143645.96,2014,,San Francisco,FT,male
115037,115038,traffic signal electrician,102679,38878.75,2530.65,36406.48,144088.4,180494.88,2014,,San Francisco,FT,male
111788,111789,transit power line sprv1,105560,74853.79,10556,39243.25,190969.79,230213.04,2014,,San Francisco,FT,male
117541,117542,electrician supervisor 1,106448.01,14757.76,2659.9,36760.8,123865.67,160626.47,2014,,San Francisco,FT,male
118757,118758,sr power generation tech,107588.41,5117.43,471.79,38257.46,113177.63,151435.09,2014,,San Francisco,FT,male
115976,115977,police officer 3,120671.11,7488.25,4330.35,39935.09,132489.71,172424.8,2014,,San Francisco,FT,male
117364,117365,transportation planner iv,121801.03,0,0,39880.9,121801.03,161681.93,2014,,San Francisco,FT,male
113955,113956,sheriff's lieutenant,130499.01,553.1,15967.15,44613.94,147019.26,191633.2,2014,,San Francisco,FT,male
113181,113182,sheriff's lieutenant,130499.03,10693.7,16214.82,43991.68,157407.55,201399.23,2014,,San Francisco,FT,male
114189,114190,attorney (civil/criminal),141549.8,0,1312.5,45817.28,142862.3,188679.58,2014,,San Francisco,FT,male
110604,110605,"battalion chief, fire suppress",177771.13,40640.32,30613.76,58498.47,249025.21,307523.68,2014,,San Francisco,FT,male
114038,114039,police officer 3,120671.16,27875.14,2439.76,39414.45,150986.06,190400.51,2014,,San Francisco,FT,male
111202,111203,dept head ii,185161.72,0,0,62115.63,185161.72,247277.35,2014,,San Francisco,FT,male
133276,133277,porter,53848.81,3787.54,3664.74,26217.34,61301.09,87518.43,2014,,San Francisco,FT,male
131005,131006,automotive service worker,63661.05,0,3230.65,28466.42,66891.7,95358.12,2014,,San Francisco,FT,male
124268,124269,transit operator,63920,16244.83,6031.35,34827.87,86196.18,121024.05,2014,,San Francisco,FT,male
125637,125638,librarian 1,81797,0,1180.86,31994.25,82977.86,114972.11,2014,,San Francisco,FT,male
121284,121285,police officer,88842.13,7482.05,6270.45,32947.38,102594.63,135542.01,2014,,San Francisco,FT,male
121331,121332,clinical psychologist,100088.69,0,0,35181.13,100088.69,135269.82,2014,,San Francisco,FT,male
118378,118379,firefighter,111121.72,0,2693.47,39894.99,113815.19,153710.18,2014,,San Francisco,FT,male
117731,117732,water operations analyst,119539.01,0,0,39403.8,119539.01,158942.81,2014,,San Francisco,FT,male
114177,114178,sergeant 2,135512,3459.07,7238.15,42618.38,146209.22,188827.6,2014,,San Francisco,FT,male
135257,135258,transit operator,48091.16,1526.18,3045.59,27725.64,52662.93,80388.57,2014,,San Francisco,FT,male
133661,133662,senior clerk,59667.88,0,0,26889.15,59667.88,86557.03,2014,,San Francisco,FT,male
124736,124737,locksmith,83880.02,2655.06,0,32194.72,86535.08,118729.8,2014,,San Francisco,FT,male
137109,137110,clerk,42877.05,0,19.85,23803.47,42896.9,66700.37,2014,,San Francisco,FT,male
134742,134743,sign worker,54759.8,340.89,0,27245.25,55100.69,82345.94,2014,,San Francisco,FT,male
130691,130692,transit operator,55916.92,9315.8,538.01,30897.37,65770.73,96668.1,2014,,San Francisco,FT,male
119524,119525,transit operator,68651.81,35150.77,5479.25,37122.52,109281.83,146404.35,2014,,San Francisco,FT,male
124981,124982,painter,77175.06,7191.51,2100,31216.95,86466.57,117683.52,2014,,San Francisco,FT,male
126437,126438,automotive mechanic,78522,1520.83,611.8,31161.06,80654.63,111815.69,2014,,San Francisco,FT,male
125108,125109,utility specialist,84071.18,0,0,33082.81,84071.18,117153.99,2014,,San Francisco,FT,male
123461,123462,librarian 2 - asian arts,90665,0,624,33813.96,91289,125102.96,2014,,San Francisco,FT,male
124629,124630,is business analyst,93069.8,0,0,26039.99,93069.8,119109.79,2014,,San Francisco,FT,male
122728,122729,electrician,94305,0,0,34473.09,94305,128778.09,2014,,San Francisco,FT,male
121300,121301,epidemiologist 2,99744.03,0,0,35661.69,99744.03,135405.72,2014,,San Francisco,FT,male
116849,116850,bldg & grounds maint sprv,100817.5,21281.63,6625.75,37114.16,128724.88,165839.04,2014,,San Francisco,FT,male
120236,120237,structural engineer,107869.2,0,7266.44,26324.41,115135.64,141460.05,2014,,San Francisco,FT,male
119224,119225,sr community dev spec 2,110200,0,624,37534.45,110824,148358.45,2014,,San Francisco,FT,male
119094,119095,electr instrmntn tech wtr poll,111562.09,0,0,37692.06,111562.09,149254.15,2014,,San Francisco,FT,male
113593,113594,police officer,112164,22709.19,23901.27,37440.9,158774.46,196215.36,2014,,San Francisco,FT,male
113715,113716,manager iv,141949.56,0,0,52897.34,141949.56,194846.9,2014,,San Francisco,FT,male
110639,110640,sergeant 3,142996.07,88343.44,20727.15,44545.92,252066.66,296612.58,2014,,San Francisco,FT,male
111363,111364,lieutenant 3,162626.12,23478.14,5445.48,48889.17,191549.74,240438.91,2014,,San Francisco,FT,male
110731,110732,"battalion chief, fire suppress",177771.18,28532.3,14221.5,56851.17,220524.98,277376.15,2014,,San Francisco,FT,male
111212,111213,nurse practitioner,183200.08,6856.4,368.38,56687.54,190424.86,247112.4,2014,,San Francisco,FT,male
129402,129403,assistant counselor,59007,8749.6,6730.08,27294.89,74486.68,101781.57,2014,,San Francisco,FT,male
127001,127002,health worker 4,76052.07,2209.95,742.34,30646.6,79004.36,109650.96,2014,,San Francisco,FT,male
121551,121552,senior administrative analyst,98753.05,0,0,35445.1,98753.05,134198.15,2014,,San Francisco,FT,male
118505,118506,is prg analyst-principal,114553.01,0,0,38330.91,114553.01,152883.92,2014,,San Francisco,FT,male
115804,115805,firefighter,112703.72,0,17687,43145.21,130390.72,173535.93,2014,,San Francisco,FT,male
112621,112622,deputy sheriff,94004.97,64914.09,14915.68,37028.06,173834.74,210862.8,2014,,San Francisco,FT,male
112506,112507,emt/paramedic/firefighter,129636,0,40810.41,42539.07,170446.41,212985.48,2014,,San Francisco,FT,male
130211,130212,transit fare inspector,64482,1058.65,2718.71,30396.86,68259.36,98656.22,2014,,San Francisco,FT,male
113567,113568,inspector 3,137982.06,6147.97,8639.9,43674.83,152769.93,196444.76,2014,,San Francisco,FT,male
115334,115335,police officer 2,116584,11236.29,11042.95,38939.75,138863.24,177802.99,2014,,San Francisco,FT,male
135087,135088,junior administrative analyst,53285,0,0,27874.42,53285,81159.42,2014,,San Francisco,FT,male
129601,129602,traffic survey technician,71572.05,0,0,29504.88,71572.05,101076.93,2014,,San Francisco,FT,male
127818,127819,airport noise abatement spec,75852.5,0,0,31201.26,75852.5,107053.76,2014,,San Francisco,FT,male
123284,123285,asst engr,91970.01,0,0,33966.73,91970.01,125936.74,2014,,San Francisco,FT,male
117795,117796,airport operations supervisor,97042.55,19555.9,4551.17,37259.17,121149.62,158408.79,2014,,San Francisco,FT,male
118242,118243,airport electrician,103974.08,7672.02,5218.21,37740.01,116864.31,154604.32,2014,,San Francisco,FT,male
118301,118302,plumbing inspector,109163,0,5458.2,39491.66,114621.2,154112.86,2014,,San Francisco,FT,male
115137,115138,firefighter,112703.71,1690.55,21577.57,43401.81,135971.83,179373.64,2014,,San Francisco,FT,male
112808,112809,inspector 3,137915.72,1287.37,25026.19,43674.14,164229.28,207903.42,2014,,San Francisco,FT,male
113207,113208,inspector 3,137982.08,8713.6,10799.57,43387.54,157495.25,200882.79,2014,,San Francisco,FT,male
110834,110835,"captain, emergency med svcs",148121.08,49566.17,17788.77,51262.92,215476.02,266738.94,2014,,San Francisco,FT,male
111522,111523,attorney (civil/criminal),178296.05,0,4815.92,52974.81,183111.97,236086.78,2014,,San Francisco,FT,male
114723,114724,attorney (civil/criminal),149611.9,0,1312.5,32253.56,150924.4,183177.96,2014,,San Francisco,FT,male
117250,117251,landscape architect,122528,0,0,40040.94,122528,162568.94,2014,,San Francisco,FT,male
116214,116215,police officer 2,116673.03,11055.61,4393.35,38374.9,132121.99,170496.89,2014,,San Francisco,FT,male
110740,110741,emt/paramedic/firefighter,128002.07,84691.41,16000.24,46715,228693.72,275408.72,2014,,San Francisco,FT,male
130957,130958,legal assistant,67023.9,0,0,28513.9,67023.9,95537.8,2014,,San Francisco,FT,male
131988,131989,gardener,63947.36,0,0,27986.12,63947.36,91933.48,2014,,San Francisco,FT,male
